ligand,receptor,sender,receiver,ligand_mean,receptor_mean,score,sample
CCL4,CCR1,NK,B_Plasma,2.2434614,0.022780398,0.05110694,ZFL
VSIR,VSIR,Epithelial,Fibroblasts,0.20012036,0.25354576,0.05073967,ZFL
VSIR,VSIR,Fibroblasts,Epithelial,0.25354576,0.20012036,0.05073967,ZFL
TNFSF10,TNFRSF10A,Fibroblasts,B_Plasma,0.6570234,0.07720784,0.050727356,ZFL
TGFB1,TGFBR1,Myeloid,Myeloid,0.44228432,0.11449017,0.050637204,ZFL
CCL4,CCR1,NK,Fibroblasts,2.2434614,0.022454064,0.050374825,ZFL
NECTIN2,TIGIT,B_Plasma,T_cells,0.10741903,0.46764916,0.05023442,ZFL
TNFSF10,TNFRSF10A,B_Plasma,T_cells,0.45982772,0.108989745,0.050116505,ZFL
TNFSF10,TNFRSF10A,NK,B_Plasma,0.6478593,0.07720784,0.050019816,ZFL
CD47,SIRPA,Epithelial,Epithelial,0.44538352,0.11113074,0.049495798,ZFL
TNFSF4,TNFRSF4,Mast,Mast,0.20782024,0.23796692,0.049454343,ZFL
TGFB1,TGFBR2,Endothelial,Mast,0.2714989,0.18212114,0.04944569,ZFL
LGALS9,HAVCR2,NK,Myeloid,0.1828071,0.26990834,0.04934116,ZFL
TNF,TNFRSF1A,Myeloid,Mast,0.24713282,0.1992905,0.049251225,ZFL
TGFB2,TGFBR1,Fibroblasts,NK,0.10724399,0.45762953,0.049078017,ZFL
TGFB2,TGFBR2,Fibroblasts,NK,0.10724399,0.45762953,0.049078017,ZFL
TGFB1,TGFBR1,T_cells,Endothelial,0.70036894,0.069453664,0.04864319,ZFL
CD47,SIRPA,Mast,Endothelial,0.38968107,0.123351194,0.048067626,ZFL
CCL3,CCR5,NK,T_cells,0.8203835,0.05809392,0.047659293,ZFL
CD47,SIRPA,T_cells,Endothelial,0.38553303,0.123351194,0.04755596,ZFL
TNF,TNFRSF1B,B_Plasma,Myeloid,0.06457142,0.73052734,0.047171187,ZFL
CXCL12,CXCR4,Fibroblasts,Endothelial,0.43791845,0.10770994,0.04716817,ZFL
TNFSF10,TNFRSF10A,T_cells,Epithelial,0.56566405,0.08324185,0.04708692,ZFL
TNFSF9,TNFRSF9,T_cells,NK,0.11074772,0.42412704,0.0469711,ZFL
TNF,TNFRSF1A,T_cells,B_Plasma,0.2247909,0.20889758,0.046958275,ZFL
TGFB1,TGFBR1,T_cells,Mast,0.70036894,0.06704386,0.04695544,ZFL
LGALS9,HAVCR2,NK,Mast,0.1828071,0.25627533,0.04684895,ZFL
TNFSF4,TNFRSF4,T_cells,Mast,0.19660561,0.23796692,0.04678563,ZFL
CCL4,CCR5,Myeloid,Myeloid,1.3618289,0.034280792,0.046684574,ZFL
TNF,TNFRSF1A,B_Plasma,Endothelial,0.06457142,0.71831787,0.046382803,ZFL
TNFSF10,TNFRSF10A,T_cells,Mast,0.56566405,0.08198706,0.046377134,ZFL
TNFSF4,TNFRSF4,B_Plasma,T_cells,0.08611382,0.53691363,0.046235684,ZFL
TGFB1,TGFBR1,Mast,Endothelial,0.66367453,0.069453664,0.04609463,ZFL
TNFSF10,TNFRSF10A,Myeloid,Epithelial,0.5504189,0.08324185,0.04581789,ZFL
TGFB1,TGFBR2,Myeloid,Epithelial,0.44228432,0.10321083,0.04564853,ZFL
VEGFB,FLT1,NK,Myeloid,0.6620515,0.068820365,0.045562625,ZFL
TGFB1,TGFBR1,B_Plasma,Myeloid,0.3974815,0.11449017,0.04550772,ZFL
VSIR,VSIR,B_Plasma,Endothelial,0.14877328,0.30578104,0.04549205,ZFL
VSIR,VSIR,Endothelial,B_Plasma,0.30578104,0.14877328,0.04549205,ZFL
PDGFB,PDGFRB,Endothelial,Endothelial,0.7261175,0.06242498,0.04532787,ZFL
TNFSF10,TNFRSF10A,Myeloid,Mast,0.5504189,0.08198706,0.045127228,ZFL
TGFB1,TGFBR1,Myeloid,T_cells,0.44228432,0.10170457,0.044982336,ZFL
TNF,TNFRSF1A,T_cells,Mast,0.2247909,0.1992905,0.04479869,ZFL
TGFB1,TGFBR1,Mast,Mast,0.66367453,0.06704386,0.044495303,ZFL
IL18,IL18R1,T_cells,NK,0.2410646,0.1828071,0.04406832,ZFL
NECTIN2,TIGIT,T_cells,T_cells,0.09397791,0.46764916,0.04394869,ZFL
TNFSF10,TNFRSF10A,T_cells,B_Plasma,0.56566405,0.07720784,0.0436737,ZFL
CCL3,CCR5,Myeloid,Myeloid,1.2733517,0.034280792,0.043651503,ZFL
CD47,SIRPA,Mast,Epithelial,0.38968107,0.11113074,0.043305546,ZFL
CXCL12,CXCR4,Myeloid,T_cells,0.034231085,1.259539,0.04311539,ZFL
CCL19,CCR7,Epithelial,T_cells,0.11693793,0.3675187,0.042976875,ZFL
CCL5,CCR1,Fibroblasts,Myeloid,0.42040038,0.10204218,0.042898573,ZFL
CD47,SIRPA,T_cells,Epithelial,0.38553303,0.11113074,0.04284457,ZFL
CD47,SIRPA,Myeloid,Endothelial,0.34475693,0.123351194,0.042526178,ZFL
CCL5,CCR1,Myeloid,Myeloid,0.4165314,0.10204218,0.042503774,ZFL
TNFSF10,TNFRSF10A,Myeloid,B_Plasma,0.5504189,0.07720784,0.042496655,ZFL
CCL5,CCR1,T_cells,B_Plasma,1.8639083,0.022780398,0.042460572,ZFL
TGFB1,TGFBR2,Epithelial,Fibroblasts,0.19567482,0.21671686,0.042406034,ZFL
PDGFB,PDGFRB,Endothelial,Myeloid,0.7261175,0.058284726,0.04232156,ZFL
TNF,TNFRSF1B,Epithelial,NK,0.03341944,1.2660002,0.04230902,ZFL
CCL5,CCR1,T_cells,Fibroblasts,1.8639083,0.022454064,0.041852318,ZFL
IL18,IL18R1,Myeloid,T_cells,0.42937818,0.097222455,0.0417452,ZFL
CCL5,CCR1,Endothelial,Myeloid,0.40796795,0.10204218,0.04162994,ZFL
TGFB1,TGFBR2,Fibroblasts,Myeloid,0.28792688,0.14432,0.041553605,ZFL
CXCL12,CXCR4,Endothelial,Fibroblasts,0.51653033,0.08013185,0.04139053,ZFL
TGFB1,TGFBR2,B_Plasma,Epithelial,0.3974815,0.10321083,0.041024394,ZFL
IL1B,IL1R1,Myeloid,Epithelial,0.7867786,0.051991124,0.040905505,ZFL
CCL5,CCR4,Fibroblasts,T_cells,0.42040038,0.09729347,0.04090221,ZFL
CCL5,CCR4,Myeloid,T_cells,0.4165314,0.09729347,0.040525787,ZFL
CCL5,CCR1,B_Plasma,Myeloid,0.3965935,0.10204218,0.040469266,ZFL
PGF,KDR,Endothelial,Endothelial,0.14849347,0.272383,0.040447097,ZFL
TGFB1,TGFBR1,B_Plasma,T_cells,0.3974815,0.10170457,0.040425684,ZFL
PVR,TIGIT,Epithelial,T_cells,0.086302705,0.46764916,0.04035939,ZFL
BMP4,BMPR1A,Endothelial,Mast,0.16779879,0.23950872,0.040189274,ZFL
CD47,SIRPA,Fibroblasts,Endothelial,0.32491007,0.123351194,0.040078044,ZFL
VSIR,VSIR,Epithelial,Epithelial,0.20012036,0.20012036,0.04004816,ZFL
CXCL9,CXCR3,Myeloid,T_cells,0.14388636,0.27736083,0.03990844,ZFL
CCL5,CCR4,Endothelial,T_cells,0.40796795,0.09729347,0.039692618,ZFL
TNFSF10,TNFRSF10A,Mast,Fibroblasts,1.1906414,0.033292297,0.039639186,ZFL
TGFB1,TGFBR2,Epithelial,B_Plasma,0.19567482,0.20224209,0.039573684,ZFL
CCL5,CCR1,Epithelial,Myeloid,0.38524908,0.10204218,0.03931166,ZFL
VSIR,VSIR,B_Plasma,Mast,0.14877328,0.26375058,0.03923904,ZFL
VSIR,VSIR,Mast,B_Plasma,0.26375058,0.14877328,0.03923904,ZFL
TGFB1,TGFBR2,Endothelial,Myeloid,0.2714989,0.14432,0.03918272,ZFL
CCL4,CCR5,Mast,NK,0.21301013,0.1828071,0.038939767,ZFL
PVR,TIGIT,Fibroblasts,T_cells,0.08316155,0.46764916,0.03889043,ZFL
CCL4,CCR5,T_cells,Myeloid,1.1297541,0.034280792,0.038728863,ZFL
VSIR,VSIR,T_cells,B_Plasma,0.25953647,0.14877328,0.038612094,ZFL
VSIR,VSIR,B_Plasma,T_cells,0.14877328,0.25953647,0.038612094,ZFL
CCL5,CCR4,B_Plasma,T_cells,0.3965935,0.09729347,0.038585957,ZFL
CD47,SIRPA,Myeloid,Epithelial,0.34475693,0.11113074,0.03831309,ZFL
TNFSF10,TNFRSF10A,B_Plasma,Epithelial,0.45982772,0.08324185,0.03827691,ZFL
TGFB2,TGFBR2,Epithelial,Endothelial,0.04643279,0.8224474,0.03818853,ZFL
ICOSLG,ICOS,Myeloid,T_cells,0.09799576,0.38498247,0.03772665,ZFL
VSIR,VSIR,B_Plasma,Fibroblasts,0.14877328,0.25354576,0.037720837,ZFL
VSIR,VSIR,Fibroblasts,B_Plasma,0.25354576,0.14877328,0.037720837,ZFL
TNFSF10,TNFRSF10A,B_Plasma,Mast,0.45982772,0.08198706,0.037699923,ZFL
CCL4,CCR5,B_Plasma,NK,0.2059576,0.1828071,0.037650514,ZFL
CXCL12,CXCR4,Endothelial,Epithelial,0.51653033,0.07278438,0.03759534,ZFL
TNF,TNFRSF1B,Mast,NK,0.029613866,1.2660002,0.037491158,ZFL
CCL5,CCR4,Epithelial,T_cells,0.38524908,0.09729347,0.037482217,ZFL
CSF1,CSF1R,Mast,Fibroblasts,0.681226,0.054886706,0.03739025,ZFL
IL18,IL18R1,Epithelial,T_cells,0.3821371,0.097222455,0.037152305,ZFL
IL18,IL18R1,Endothelial,NK,0.20258442,0.1828071,0.03703387,ZFL
PVR,TIGIT,Endothelial,NK,0.18100384,0.20442195,0.03700116,ZFL
TNF,TNFRSF1A,B_Plasma,Fibroblasts,0.06457142,0.57261723,0.036974706,ZFL
VEGFA,KDR,Myeloid,Endothelial,0.1354074,0.272383,0.036882676,ZFL
TNFSF10,TNFRSF10A,Endothelial,Fibroblasts,1.1071792,0.033292297,0.036860537,ZFL
CCL21,CCR7,Endothelial,T_cells,0.10027155,0.3675187,0.03685167,ZFL
TNFSF14,TNFRSF14,T_cells,Endothelial,0.12501428,0.29394326,0.0367471,ZFL
CD47,SIRPA,B_Plasma,Endothelial,0.29786226,0.123351194,0.036741666,ZFL
CCL4,CCR5,Fibroblasts,NK,0.20028755,0.1828071,0.036613986,ZFL
PVR,TIGIT,Myeloid,T_cells,0.077895634,0.46764916,0.03642783,ZFL
CSF1,CSF1R,Myeloid,Myeloid,0.038129702,0.9499564,0.036221556,ZFL
TNFSF10,TNFRSF10A,Epithelial,Fibroblasts,1.0864445,0.033292297,0.036170233,ZFL
CD47,SIRPA,Fibroblasts,Epithelial,0.32491007,0.11113074,0.036107495,ZFL
TNFSF9,TNFRSF9,Myeloid,NK,0.084745154,0.42412704,0.03594271,ZFL
CCL4,CCR5,Epithelial,NK,0.1949528,0.1828071,0.035638757,ZFL
TGFB1,TGFBR2,Epithelial,Mast,0.19567482,0.18212114,0.035636522,ZFL
TNFSF10,TNFRSF10A,B_Plasma,B_Plasma,0.45982772,0.07720784,0.035502307,ZFL
CCL21,CCR7,Fibroblasts,T_cells,0.09648579,0.3675187,0.035460334,ZFL
ICOSLG,ICOS,Fibroblasts,T_cells,0.09142134,0.38498247,0.035195615,ZFL
CXCL12,CXCR4,Epithelial,T_cells,0.027914973,1.259539,0.035159998,ZFL
CXCL12,CXCR4,Fibroblasts,Fibroblasts,0.43791845,0.08013185,0.035091218,ZFL
CXCL16,CXCR6,Mast,T_cells,0.27380383,0.12773828,0.03497523,ZFL
TNFSF10,TNFRSF10A,Fibroblasts,Myeloid,0.6570234,0.053103674,0.034890354,ZFL
IFNG,IFNGR2,T_cells,Epithelial,0.08230233,0.4235726,0.034861013,ZFL
CCL19,CCR7,Endothelial,T_cells,0.09449533,0.3675187,0.0347288,ZFL
TGFB1,TGFBR1,Myeloid,Epithelial,0.44228432,0.07798171,0.034490086,ZFL
CD47,SIRPA,Endothelial,Endothelial,0.27941117,0.123351194,0.0344657,ZFL
TNFSF10,TNFRSF10A,NK,Myeloid,0.6478593,0.053103674,0.034403708,ZFL
TNF,TNFRSF1A,B_Plasma,Epithelial,0.06457142,0.5311656,0.034298114,ZFL
PDGFB,PDGFRB,Endothelial,Epithelial,0.7261175,0.047222227,0.034288883,ZFL
LGALS9,HAVCR2,Endothelial,T_cells,0.47183824,0.07267058,0.034288757,ZFL
TNFSF14,TNFRSF14,T_cells,T_cells,0.12501428,0.2741914,0.03427784,ZFL
TNF,TNFRSF1B,Myeloid,B_Plasma,0.24713282,0.13838574,0.03419966,ZFL
TGFB1,TGFBR1,Myeloid,Fibroblasts,0.44228432,0.07717752,0.034134407,ZFL
CCL4,CCR5,Endothelial,NK,0.18526033,0.1828071,0.033866905,ZFL
PDGFA,PDGFRA,Fibroblasts,Fibroblasts,0.17317592,0.19541734,0.033841576,ZFL
IFNG,IFNGR2,T_cells,Myeloid,0.08230233,0.41050094,0.033785187,ZFL
IFNG,IFNGR2,T_cells,Fibroblasts,0.08230233,0.40788248,0.03356968,ZFL
IL18,IL18R1,NK,NK,0.1828071,0.1828071,0.033418436,ZFL
TGFB1,TGFBR1,T_cells,B_Plasma,0.70036894,0.04757677,0.03332129,ZFL
CD47,SIRPA,B_Plasma,Epithelial,0.29786226,0.11113074,0.03310165,ZFL
CCL5,CCR5,Mast,T_cells,0.5686229,0.05809392,0.03303353,ZFL
CXCL12,CXCR4,Myeloid,NK,0.034231085,0.9637808,0.032991264,ZFL
TGFB1,TGFBR1,Fibroblasts,Myeloid,0.28792688,0.11449017,0.032964796,ZFL
VEGFB,FLT1,Fibroblasts,Myeloid,0.47790402,0.068820365,0.03288953,ZFL
TGFB2,TGFBR2,Fibroblasts,T_cells,0.10724399,0.30632266,0.032851264,ZFL
IL18,IL18R1,Fibroblasts,NK,0.17629479,0.1828071,0.03222794,ZFL
CXCL12,CXCR4,Fibroblasts,Epithelial,0.43791845,0.07278438,0.03187362,ZFL
TNF,TNFRSF1B,B_Plasma,Endothelial,0.06457142,0.4932796,0.031851765,ZFL
TNFSF4,TNFRSF4,Endothelial,NK,0.038675327,0.8232611,0.031839892,ZFL
TNFSF4,TNFRSF4,Fibroblasts,NK,0.03854597,0.8232611,0.031733397,ZFL
TGFB1,TGFBR1,Mast,B_Plasma,0.66367453,0.04757677,0.03157549,ZFL
TNFSF4,TNFRSF4,Mast,Endothelial,0.20782024,0.15136372,0.031456444,ZFL
TNF,TNFRSF1B,T_cells,B_Plasma,0.2247909,0.13838574,0.031107856,ZFL
TGFB1,TGFBR1,Endothelial,Myeloid,0.2714989,0.11449017,0.031083953,ZFL
CD47,SIRPA,Endothelial,Epithelial,0.27941117,0.11113074,0.031051168,ZFL
CCL4,CCR1,Myeloid,B_Plasma,1.3618289,0.022780398,0.031023005,ZFL
TGFB1,TGFBR1,B_Plasma,Epithelial,0.3974815,0.07798171,0.030996287,ZFL
TGFB1,TGFBR1,Myeloid,Endothelial,0.44228432,0.069453664,0.030718267,ZFL
TGFB1,TGFBR1,B_Plasma,Fibroblasts,0.3974815,0.07717752,0.030676635,ZFL
LGALS9,HAVCR2,T_cells,Myeloid,0.113511704,0.26990834,0.030637756,ZFL
CCL4,CCR1,Myeloid,Fibroblasts,1.3618289,0.022454064,0.030578595,ZFL
TNF,TNFRSF1B,Epithelial,T_cells,0.03341944,0.9141563,0.030550594,ZFL
CCL3,CCR5,T_cells,NK,0.16681473,0.1828071,0.030494917,ZFL
VEGFA,KDR,Mast,Endothelial,0.11138481,0.272383,0.030339329,ZFL
TNFSF10,TNFRSF10A,T_cells,Myeloid,0.56566405,0.053103674,0.03003884,ZFL
VSIR,VSIR,Epithelial,B_Plasma,0.20012036,0.14877328,0.029772563,ZFL
VSIR,VSIR,B_Plasma,Epithelial,0.14877328,0.20012036,0.029772563,ZFL
TNFSF4,TNFRSF4,T_cells,Endothelial,0.19660561,0.15136372,0.029758954,ZFL
TGFB1,TGFBR2,Fibroblasts,Epithelial,0.28792688,0.10321083,0.029717172,ZFL
VEGFB,FLT1,NK,Mast,0.6620515,0.04482437,0.02967604,ZFL
TGFB1,TGFBR1,Myeloid,Mast,0.44228432,0.06704386,0.029652448,ZFL
CD47,SIRPA,Epithelial,Fibroblasts,0.44538352,0.066363156,0.029557057,ZFL
TGFB1,TGFBR1,Fibroblasts,T_cells,0.28792688,0.10170457,0.029283479,ZFL
LGALS9,HAVCR2,Epithelial,Myeloid,0.10838906,0.26990834,0.02925511,ZFL
TNFSF10,TNFRSF10A,Myeloid,Myeloid,0.5504189,0.053103674,0.029229267,ZFL
TNFSF14,TNFRSF14,T_cells,Myeloid,0.12501428,0.23350362,0.029191287,ZFL
LGALS9,HAVCR2,T_cells,Mast,0.113511704,0.25627533,0.029090248,ZFL
CD80,CD28,Myeloid,T_cells,0.092700444,0.31307516,0.029022206,ZFL
CCL3,CCR1,Myeloid,B_Plasma,1.2733517,0.022780398,0.029007457,ZFL
TNF,TNFRSF1A,B_Plasma,Myeloid,0.06457142,0.44800803,0.028928515,ZFL
TNFSF9,TNFRSF9,B_Plasma,NK,0.06799385,0.42412704,0.028838031,ZFL
CCL3,CCR1,Myeloid,Fibroblasts,1.2733517,0.022454064,0.02859192,ZFL
CXCL12,CXCR4,Mast,T_cells,0.022642849,1.259539,0.028519552,ZFL
TGFB1,TGFBR2,Epithelial,Myeloid,0.19567482,0.14432,0.02823979,ZFL
CCL3,CCR5,NK,Myeloid,0.8203835,0.034280792,0.028123396,ZFL
TGFB1,TGFBR2,Endothelial,Epithelial,0.2714989,0.10321083,0.028021626,ZFL
VEGFB,FLT1,Mast,Myeloid,0.40696886,0.068820365,0.028007746,ZFL
BMP4,BMPR1A,Fibroblasts,Fibroblasts,0.22651272,0.123357795,0.02794211,ZFL
CCL5,CCR1,NK,T_cells,2.3336265,0.011938611,0.02786026,ZFL
LGALS9,HAVCR2,Epithelial,Mast,0.10838906,0.25627533,0.02777744,ZFL
TGFB1,TGFBR1,Endothelial,T_cells,0.2714989,0.10170457,0.027612677,ZFL
TGFB1,TGFBR1,B_Plasma,Endothelial,0.3974815,0.069453664,0.027606547,ZFL
FASLG,FAS,NK,T_cells,0.1828071,0.15086222,0.027578685,ZFL
IL18,IL18R1,B_Plasma,NK,0.15062779,0.1828071,0.02753583,ZFL
PDGFB,PDGFRB,T_cells,Fibroblasts,0.024026113,1.1384406,0.027352301,ZFL
NECTIN2,TIGIT,Endothelial,Myeloid,0.8911466,0.030506035,0.027185349,ZFL
CD47,SIRPA,NK,Endothelial,0.21970509,0.123351194,0.027100885,ZFL
TNF,TNFRSF1B,Mast,T_cells,0.029613866,0.9141563,0.027071701,ZFL
TNFSF4,TNFRSF4,Myeloid,NK,0.032754075,0.8232611,0.026965154,ZFL
CXCL12,CXCR4,Epithelial,NK,0.027914973,0.9637808,0.026903916,ZFL
CCL4,CCR1,NK,T_cells,2.2434614,0.011938611,0.026783813,ZFL
TNFSF9,TNFRSF9,T_cells,T_cells,0.11074772,0.2408336,0.026671771,ZFL
TGFB1,TGFBR1,B_Plasma,Mast,0.3974815,0.06704386,0.026648695,ZFL
PDGFB,PDGFRB,Endothelial,T_cells,0.7261175,0.036681686,0.026635213,ZFL
ICOSLG,ICOS,B_Plasma,T_cells,0.068759,0.38498247,0.02647101,ZFL
LGALS9,HAVCR2,Fibroblasts,Myeloid,0.09755355,0.26990834,0.026330518,ZFL
ANGPT2,TEK,Fibroblasts,Endothelial,0.20876858,0.12607825,0.026321176,ZFL
VEGFA,FLT1,Endothelial,Endothelial,0.03661224,0.71000963,0.025995042,ZFL
CD47,SIRPA,Mast,Fibroblasts,0.38968107,0.066363156,0.025860466,ZFL
CCL4,CCR1,T_cells,B_Plasma,1.1297541,0.022780398,0.025736246,ZFL
IFNG,IFNGR2,T_cells,Endothelial,0.08230233,0.31144986,0.02563305,ZFL
CD47,SIRPA,T_cells,Fibroblasts,0.38553303,0.066363156,0.02558519,ZFL
VEGFB,FLT1,Epithelial,Myeloid,0.3709848,0.068820365,0.025531309,ZFL
TNF,TNFRSF1B,Myeloid,Fibroblasts,0.24713282,0.102804594,0.025406389,ZFL
VEGFA,KDR,Fibroblasts,Endothelial,0.09326805,0.272383,0.025404632,ZFL
CCL4,CCR1,T_cells,Fibroblasts,1.1297541,0.022454064,0.025367571,ZFL
CXCL12,CXCR4,Myeloid,B_Plasma,0.034231085,0.73911136,0.025300585,ZFL
PVR,TIGIT,Mast,T_cells,0.053991493,0.46764916,0.025249077,ZFL
LGALS9,HAVCR2,Fibroblasts,Mast,0.09755355,0.25627533,0.025000568,ZFL
LGALS9,HAVCR2,B_Plasma,Myeloid,0.09256927,0.26990834,0.024985218,ZFL
NECTIN2,TIGIT,Endothelial,Fibroblasts,0.8911466,0.027882563,0.024847452,ZFL
CCL19,CCR7,Mast,T_cells,0.06736494,0.3675187,0.024757873,ZFL
TNFSF14,TNFRSF14,T_cells,Fibroblasts,0.12501428,0.19714436,0.02464586,ZFL
CCL5,CCR5,Fibroblasts,T_cells,0.42040038,0.05809392,0.024422707,ZFL
TNFSF10,TNFRSF10A,B_Plasma,Myeloid,0.45982772,0.053103674,0.024418542,ZFL
CD47,SIRPA,NK,Epithelial,0.21970509,0.11113074,0.024415988,ZFL
TNF,TNFRSF1B,Epithelial,Myeloid,0.03341944,0.73052734,0.024413815,ZFL
CCL5,CCR5,Myeloid,T_cells,0.4165314,0.05809392,0.024197944,ZFL
CXCL10,CXCR3,Myeloid,T_cells,0.08707761,0.27736083,0.024151918,ZFL
TNF,TNFRSF1A,Epithelial,Endothelial,0.03341944,0.71831787,0.024005782,ZFL
VEGFA,FLT1,B_Plasma,Endothelial,0.033675577,0.71000963,0.023909984,ZFL
CXCL16,CXCR6,Epithelial,T_cells,0.18694475,0.12773828,0.023880001,ZFL
CD80,CTLA4,Myeloid,T_cells,0.092700444,0.255916,0.023723526,ZFL
LGALS9,HAVCR2,B_Plasma,Mast,0.09256927,0.25627533,0.02372322,ZFL
CCL5,CCR5,Endothelial,T_cells,0.40796795,0.05809392,0.023700457,ZFL
CSF3,CSF3R,Endothelial,Myeloid,0.1740966,0.13589035,0.023658048,ZFL
IFNG,IFNGR2,T_cells,Mast,0.08230233,0.2865199,0.023581257,ZFL
TNFSF14,TNFRSF14,T_cells,Mast,0.12501428,0.18862158,0.023580391,ZFL
VEGFB,FLT1,Myeloid,Myeloid,0.3416938,0.068820365,0.02351549,ZFL
IL18,IL18R1,T_cells,T_cells,0.2410646,0.097222455,0.02343689,ZFL
BMP4,BMPR1A,Fibroblasts,T_cells,0.22651272,0.102942,0.02331767,ZFL
VEGFA,KDR,Epithelial,Endothelial,0.08543802,0.272383,0.023271864,ZFL
TGFB2,TGFBR2,Fibroblasts,Fibroblasts,0.10724399,0.21671686,0.023241581,ZFL
TNF,TNFRSF1B,T_cells,Fibroblasts,0.2247909,0.102804594,0.023109537,ZFL
CCL5,CCR4,NK,Mast,2.3336265,0.009876953,0.02304912,ZFL
ANGPT2,TEK,NK,Endothelial,0.1828071,0.12607825,0.023047999,ZFL
CCL5,CCR5,B_Plasma,T_cells,0.3965935,0.05809392,0.023039673,ZFL
CD47,SIRPA,Myeloid,Fibroblasts,0.34475693,0.066363156,0.022879157,ZFL
CXCL13,CXCR5,Fibroblasts,NK,0.12360165,0.18475747,0.02283633,ZFL
TNFSF4,TNFRSF4,NK,Myeloid,0.38917944,0.058516864,0.02277356,ZFL
PDGFB,PDGFRB,Endothelial,B_Plasma,0.7261175,0.03135645,0.022768468,ZFL
CCL19,CCR7,Epithelial,B_Plasma,0.11693793,0.19449145,0.022743426,ZFL
IL1B,IL1R1,Myeloid,Myeloid,0.7867786,0.028642694,0.02253546,ZFL
TGFB1,TGFBR1,Fibroblasts,Epithelial,0.28792688,0.07798171,0.02245303,ZFL
TGFB1,TGFBR1,Epithelial,Myeloid,0.19567482,0.11449017,0.022402843,ZFL
CCL5,CCR5,Epithelial,T_cells,0.38524908,0.05809392,0.02238063,ZFL
CSF1,CSF1R,B_Plasma,Myeloid,0.023543514,0.9499564,0.022365313,ZFL
TNFSF9,TNFRSF9,T_cells,Mast,0.11074772,0.20113905,0.02227569,ZFL
CCL5,CCR1,T_cells,T_cells,1.8639083,0.011938611,0.022252476,ZFL
TGFB1,TGFBR1,Fibroblasts,Fibroblasts,0.28792688,0.07717752,0.022221481,ZFL
CXCL12,CXCR4,B_Plasma,T_cells,0.017598014,1.259539,0.022165386,ZFL
VSIR,VSIR,B_Plasma,B_Plasma,0.14877328,0.14877328,0.02213349,ZFL
BMP4,BMPR1A,Fibroblasts,Epithelial,0.22651272,0.097338304,0.022048363,ZFL
NECTIN2,TIGIT,B_Plasma,NK,0.10741903,0.20442195,0.021958807,ZFL
TNFSF4,TNFRSF4,Epithelial,NK,0.026610823,0.8232611,0.021907656,ZFL
TNFSF10,TNFRSF10A,Fibroblasts,Fibroblasts,0.6570234,0.033292297,0.021873817,ZFL
CXCL12,CXCR4,Mast,NK,0.022642849,0.9637808,0.021822743,ZFL
TNFSF9,TNFRSF9,Endothelial,NK,0.0514468,0.42412704,0.021819979,ZFL
TNF,TNFRSF1B,Endothelial,NK,0.01720156,1.2660002,0.021777177,ZFL
CCL4,CCR1,Mast,Myeloid,0.21301013,0.10204218,0.021736018,ZFL
TGFB2,TGFBR2,Fibroblasts,B_Plasma,0.10724399,0.20224209,0.02168925,ZFL
TNF,TNFRSF1B,Mast,Myeloid,0.029613866,0.73052734,0.021633739,ZFL
TNFSF10,TNFRSF10A,NK,Fibroblasts,0.6478593,0.033292297,0.021568723,ZFL
CD47,SIRPA,Fibroblasts,Fibroblasts,0.32491007,0.066363156,0.021562058,ZFL
VEGFB,FLT1,Fibroblasts,Mast,0.47790402,0.04482437,0.021421745,ZFL
TNF,TNFRSF1A,Mast,Endothelial,0.029613866,0.71831787,0.02127217,ZFL
TGFB2,TGFBR1,Epithelial,NK,0.04643279,0.45762953,0.021249015,ZFL
TGFB2,TGFBR2,Epithelial,NK,0.04643279,0.45762953,0.021249015,ZFL
TGFB1,TGFBR1,Endothelial,Epithelial,0.2714989,0.07798171,0.021171948,ZFL
IFNG,IFNGR2,T_cells,B_Plasma,0.08230233,0.25568774,0.021043697,ZFL
TGFB1,TGFBR1,Myeloid,B_Plasma,0.44228432,0.04757677,0.021042459,ZFL
CCL4,CCR1,B_Plasma,Myeloid,0.2059576,0.10204218,0.021016363,ZFL
TGFB1,TGFBR1,Endothelial,Fibroblasts,0.2714989,0.07717752,0.02095361,ZFL
CD86,CD28,Myeloid,Mast,0.36248723,0.057389718,0.02080304,ZFL
TNFSF4,TNFRSF4,Endothelial,T_cells,0.038675327,0.53691363,0.02076531,ZFL
BMP4,BMPR1A,Endothelial,Fibroblasts,0.16779879,0.123357795,0.020699289,ZFL
TNFSF4,TNFRSF4,Fibroblasts,T_cells,0.03854597,0.53691363,0.020695856,ZFL
CXCL12,CXCR4,Epithelial,B_Plasma,0.027914973,0.73911136,0.020632274,ZFL
VEGFB,FLT1,NK,Fibroblasts,0.6620515,0.031151786,0.020624086,ZFL
CCL19,CCR7,T_cells,T_cells,0.055950783,0.3675187,0.020562958,ZFL
LGALS9,HAVCR2,Mast,T_cells,0.28210396,0.07267058,0.020500658,ZFL
TNFSF4,TNFRSF4,B_Plasma,Mast,0.08611382,0.23796692,0.02049224,ZFL
CCL4,CCR1,Fibroblasts,Myeloid,0.20028755,0.10204218,0.020437779,ZFL
TNFSF9,TNFRSF9,Myeloid,T_cells,0.084745154,0.2408336,0.02040948,ZFL
CXCL12,CXCR4,T_cells,T_cells,0.016054267,1.259539,0.020220976,ZFL
TGFB1,TGFBR2,Epithelial,Epithelial,0.19567482,0.10321083,0.02019576,ZFL
